time,count
0.0,0
0.03589177131652832,0
468.511106967926,1000
1103.3272750377655,2000
1103.3323891162872,2000
1103.3334000110626,2000
1103.3338749408722,2000
1103.334270954132,2000
1103.334644794464,2000
1103.335077047348,2000
1103.3355550765991,2000
1103.335909128189,2000
1103.3362610340118,2000
1840.012422800064,3000
1840.0173177719116,3000
1840.0189380645752,3000
1840.01961684227,3000
1840.0201878547668,3000
1840.0206298828125,3000
1840.0210468769073,3000
1840.0214529037476,3000
1840.0219008922577,3000
1840.0222709178925,3000
1840.022639989853,3000
1840.022989988327,3000
1840.0233750343323,3000
1840.0237429141998,3000
1840.024083852768,3000
1840.0244278907776,3000
1840.02503490448,3000
1840.0255579948425,3000
1840.0259239673615,3000
1840.0262777805328,3000
1840.0268099308014,3000
1840.0274727344513,3000
1840.0280799865723,3000
1840.0286028385162,3000
2676.8771209716797,4000
2676.881310939789,4000
2676.8823227882385,4000
2676.882959127426,4000
2676.883391857147,4000
2676.8840198516846,4000
2676.884796857834,4000
2676.8859119415283,4000
3505.9819688796997,5000
3505.9867198467255,5000
3505.9915368556976,5000
3505.99285197258,5000
3505.9933779239655,5000
3505.994213819504,5000
3505.994773864746,5000
3505.995204925537,5000
3505.9955797195435,5000
3505.9959628582,5000
3505.9963359832764,5000
3505.996691942215,5000
3505.9970710277557,5000
3505.9974410533905,5000
3505.9980828762054,5000
3505.9987449645996,5000
3505.999146938324,5000
3505.9996678829193,5000
3506.0000879764557,5000
3506.000514984131,5000
3506.0009467601776,5000
3506.0016758441925,5000
3506.0028278827667,5000
3506.003737926483,5000
3506.004239797592,5000
3506.0047957897186,5000
3506.0052337646484,5000
3506.005658864975,5000
3506.0060749053955,5000
3506.0064969062805,5000
3506.0070540905,5000
3506.007586956024,5000
3506.0084359645844,5000
3506.009132862091,5000
3506.0098679065704,5000
3506.01029586792,5000
3506.010724067688,5000
3506.011834859848,5000
3506.0125937461853,5000
3506.0184371471405,5000
3506.019560813904,5000
3506.0208797454834,5000
3506.0214488506317,5000
3506.0218799114227,5000
3506.022258758545,5000
3506.0226469039917,5000
3506.023034095764,5000
3506.0234501361847,5000
3506.023849964142,5000
3506.0244069099426,5000
3506.0247900485992,5000
3506.025165081024,5000
3506.0255270004272,5000
3506.0259108543396,5000
3506.026443004608,5000
3506.026981830597,5000
3506.0273699760437,5000
3506.0277490615845,5000
3506.028130054474,5000
3506.0284979343414,5000
3506.0289237499237,5000
3506.029317855835,5000
3506.0297088623047,5000
3506.030077934265,5000
4414.287002086639,6000
5261.427706003189,7000
5261.431257009506,7000
5261.4342358112335,7000
5261.436966896057,7000
5261.439540863037,7000
5261.44167971611,7000
5261.442570924759,7000
5261.443110942841,7000
5261.443781852722,7000
5261.446189880371,7000
5261.447069883347,7000
5261.447566986084,7000
5261.448032855988,7000
5261.449008703232,7000
5261.449489831924,7000
5261.449954986572,7000
5261.450572013855,7000
5261.451108932495,7000
5261.451549768448,7000
5261.452075958252,7000
5261.452512025833,7000
5261.452950000763,7000
5261.453397989273,7000
5261.453821897507,7000
5261.454224824905,7000
5261.45463180542,7000
5261.456293106079,7000
5261.4568128585815,7000
5261.457697868347,7000
5261.458220005035,7000
5261.4586789608,7000
5261.459136962891,7000
5261.4595828056335,7000
5261.460025072098,7000
5261.460500001907,7000
5261.460948944092,7000
5261.461398839951,7000
6126.305326938629,8000
6126.310194969177,8000
6126.313264131546,8000
6126.315299034119,8000
6126.316126823425,8000
6126.748493909836,8000
6127.192797899246,8000
6127.637027978897,8000
6127.642058849335,8000
6127.643438100815,8000
6127.644080162048,8000
6127.6447768211365,8000
6127.64542889595,8000
6127.646692037582,8000
6961.508790016174,9000
6961.514668941498,9000
6961.515712976456,9000
6961.516342878342,9000
6961.516929864883,9000
6961.517483949661,9000
6961.518029928207,9000
6961.518592834473,9000
6961.519474744797,9000
6961.521135091782,9000
6961.521646022797,9000
6961.5221927165985,9000
6961.523275852203,9000
6961.5237917900085,9000
6961.524281978607,9000
6961.524815797806,9000
6961.525341749191,9000
6961.52587389946,9000
6961.526397943497,9000
6961.526911973953,9000
6961.527437925339,9000
6961.527958869934,9000
6961.528485774994,9000
6961.529023885727,9000
6961.529551744461,9000
6961.530099868774,9000
6961.530643939972,9000
6961.531204938889,9000
6961.531770706177,9000
6961.532320022583,9000
6961.532866001129,9000
6961.533408880234,9000
6961.534552097321,9000
6961.535122871399,9000
6961.5357348918915,9000
6961.5363047122955,9000
6961.536847114563,9000
6961.537389039993,9000
6961.537930965424,9000
6961.538472890854,9000
6961.5390188694,9000
6961.539565086365,9000
6961.5401248931885,9000
6961.540678739548,9000
6961.541234970093,9000
6961.541811943054,9000
6961.54237985611,9000
6961.542951822281,9000
6961.543974876404,9000
6961.552115917206,9000
6961.552695989609,9000
6961.553323984146,9000
6961.5539519786835,9000
6961.5545399188995,9000
6961.555132865906,9000
6961.555691957474,9000
6961.55625295639,9000
6961.5568878650665,9000
6961.557488918304,9000
6961.55805683136,9000
6961.558672904968,9000
6961.559310913086,9000
6961.55989074707,9000
6961.560434818268,9000
6961.5609719753265,9000
6961.561558008194,9000
6961.562155008316,9000
6961.562735080719,9000
6961.563291788101,9000
6961.563843011856,9000
6961.564383983612,9000
6961.564925909042,9000
6961.56547498703,9000
6961.566013813019,9000
6961.566556930542,9000
6961.56715798378,9000
6961.5677988529205,9000
6961.568456888199,9000
6961.569088935852,9000
6961.569706916809,9000
6961.570914983749,9000
6961.571618080139,9000
6961.572259902954,9000
6961.573026895523,9000
6961.57527089119,9000
6961.5760798454285,9000
6961.576889038086,9000
6961.577778816223,9000
6961.578773021698,9000
6961.579687833786,9000
6961.5807929039,9000
6961.581760883331,9000
6961.582738876343,9000
6961.583586931229,9000
6961.584551811218,9000
6961.58544588089,9000
6961.587113857269,9000
6961.588297843933,9000
6961.58932185173,9000
6961.5901980400085,9000
6961.590964794159,9000
6961.591757059097,9000
6961.592622995377,9000
6961.593456029892,9000
6961.594461917877,9000
6961.595237016678,9000
6961.595955848694,9000
6961.596806764603,9000
6961.5997269153595,9000
6961.600700855255,9000
6961.601557016373,9000
6961.602321863174,9000
6961.603168010712,9000
6961.604012012482,9000
6961.604822874069,9000
6961.605499744415,9000
6961.606227874756,9000
6961.607130765915,9000
6961.607983112335,9000
7935.69749879837,10000
7935.7044858932495,10000
7935.706140756607,10000
7935.707492113113,10000
7935.708862781525,10000
7935.709620952606,10000
7935.710309743881,10000
7935.711642742157,10000
7935.712398052216,10000
7935.713082790375,10000
7935.713755846024,10000
7935.714996814728,10000
7935.715795993805,10000
7935.717296123505,10000
7935.718195915222,10000
7935.719614982605,10000
7935.720310926437,10000
7935.721071958542,10000
8942.50776386261,11000
9945.520263910294,12000
9945.524471998215,12000
9945.525557994843,12000
9945.52648806572,12000
9945.52732682228,12000
9945.528138875961,12000
9945.528906822205,12000
9945.5296459198,12000
9945.530371904373,12000
9945.531114816666,12000
9945.539402961731,12000
9945.540167808533,12000
9945.540915966034,12000
9945.541676998138,12000
9945.542355775833,12000
9945.543031930923,12000
9945.543720960617,12000
9945.544368743896,12000
9945.545059919357,12000
9945.54574894905,12000
9945.546441793442,12000
9945.547135829926,12000
9945.547855854034,12000
9945.548530817032,12000
9945.549189805984,12000
9945.549870967865,12000
10922.021275758743,13000
10922.027066707611,13000
10922.028446912766,13000
10922.029258012772,13000
10922.030005931854,13000
10922.030800819397,13000
10922.032304763794,13000
10922.033029079437,13000
10922.033866882324,13000
10922.034650087357,13000
10922.035392999649,13000
10922.036130905151,13000
10922.03689789772,13000
10922.037725925446,13000
10922.038492918015,13000
10922.039236068726,13000
10922.039979934692,13000
10922.041448831558,13000
10922.051780939102,13000
10922.0525598526,13000
10922.053754091263,13000
10922.054960012436,13000
10922.0559527874,13000
10922.057004928589,13000
10922.05879688263,13000
10922.060971975327,13000
10922.062169075012,13000
10922.063228845596,13000
10922.06491112709,13000
10922.065722703934,13000
10922.066632986069,13000
11808.49481010437,14000
11808.501399993896,14000
11808.503264904022,14000
11808.50412273407,14000
11808.505126714706,14000
11808.505920886993,14000
11808.50752878189,14000
11808.508371829987,14000
11808.50991988182,14000
11808.510862112045,14000
11808.51179599762,14000
11808.51263475418,14000
11808.513450860977,14000
11808.514238834381,14000
11808.515043020248,14000
12804.940026044846,15000
12804.944258928299,15000
12804.945762872696,15000
12804.946681022644,15000
12804.947537899017,15000
12804.948368787766,15000
12804.949187040329,15000
12804.950781822205,15000
12804.952402830124,15000
12804.954103946686,15000
12804.95493388176,15000
12804.955710887909,15000
12804.956470012665,15000
12804.95723581314,15000
12804.95880484581,15000
12804.959570884705,15000
12804.960386037827,15000
12804.96114397049,15000
12804.961885929108,15000
12804.963413953781,15000
12804.964223861694,15000
12804.964987754822,15000
12804.965768814087,15000
12804.966525793076,15000
12804.968091726303,15000
12804.96963596344,15000
12804.970552921295,15000
12804.973094940186,15000
12804.973936080933,15000
12804.97562789917,15000
12804.97654390335,15000
12804.977348089218,15000
12804.978127717972,15000
12804.978896856308,15000
12804.979918003082,15000
12804.981369018555,15000
12804.982578754425,15000
12804.983537912369,15000
12804.984569072723,15000
12804.987105846405,15000
12804.995229959488,15000
12804.996283769608,15000
12804.998181819916,15000
12804.99931693077,15000
13712.148050785065,16000
13712.159471988678,16000
13712.161051750183,16000
13712.161989688873,16000
13712.162872076035,16000
13712.163748979568,16000
13712.16465997696,16000
13712.165505886078,16000
13712.167232990265,16000
13712.168154716492,16000
13712.169036865234,16000
13712.170913934708,16000
13712.171783924103,16000
13712.172621965408,16000
13712.17345404625,16000
13712.174304008484,16000
13712.175133943558,16000
13712.175962686539,16000
13712.176923751831,16000
13712.177829742432,16000
14655.955026865005,17000
14655.96271777153,17000
14655.964607000351,17000
14655.965591907501,17000
14655.966473817825,17000
14655.970462799072,17000
